{5BBE9CB3-6332-4EB0-9CD3-8737CEA4A65A},42000,21/12/1995 00:00,NE4 9DN,S,N,F,8,,MATFEN PLACE,FENHAM,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A
{E635A045-B8E9-497A-8AA7-AB4CC51B857D},90000,11/07/1995 00:00,SW5 9PG,F,N,L,5,FLAT 4,NEVERN ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{38247A78-3057-40EF-B30A-A7C8E2D37658},59950,14/12/1995 00:00,W10 6AE,F,N,L,11,LOWER FLAT,BRACEWELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E45C2786-B289-4A5A-8141-FE189394E4FF},140000,21/12/1995 00:00,SW3 2JH,F,N,L,WALTON HOUSE,FIRST FLOOR FLAT,WALTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7999E61A-13F2-4942-811D-FA94302D9549},187000,13/10/1995 00:00,W14 8NU,F,N,L,ABBOTS HOUSE,FLAT 22,ST MARY ABBOTS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A86B3F97-E98B-4863-A303-FE63C1259DF3},320000,17/11/1995 00:00,SW10 0TG,F,N,L,13,FLAT 2,FERNSHAW ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2AAE5867-50EE-4A39-AE7E-B26C77308B09},233000,02/08/1995 00:00,SW5 0RL,T,N,F,15,,WALLGRAVE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{14EBD36A-E3E1-4E32-802D-B73DC0B6EACE},325000,30/10/1995 00:00,W10 6QB,T,N,F,14,,WALLINGFORD AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{349ED806-ADBC-44AA-83E4-ACDAB50AB824},80000,16/03/1995 00:00,SW5 9ET,F,N,L,109,FLAT 1,PHILBEACH GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F57319D1-512A-492A-88CE-B3EEF99C78EF},135000,23/01/1995 00:00,W2 4HQ,F,N,L,53,FLAT 1,LINDEN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DC472162-8E4F-4359-B3CC-FE1F32D15C97},340000,31/01/1995 00:00,SW3 4LJ,F,N,L,8,FLAT 1,EMBANKMENT GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7B235568-5CBA-4738-B175-AB56871FCF73},70000,19/12/1995 00:00,SW5 0SU,F,N,L,"SHERBOURNE COURT, 180 - 186",FLAT 129,CROMWELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{868B783F-474F-4DA0-A2D7-B275E95B015E},860000,10/02/1995 00:00,W8 4EY,F,N,L,YORK HOUSE,FLAT 4,YORK HOUSE PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4229E8A9-A008-4F22-A69D-FA9E504F7822},120000,31/03/1995 00:00,W14 8NW,F,N,L,KENTON COURT,FLAT 34,KENSINGTON HIGH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1A608D8A-BE23-434C-A90A-F395DD3EC9C2},52000,20/01/1995 00:00,SW3 3DU,F,N,L,CHELSEA CLOISTERS,269,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5898A8DD-9E75-4104-AA38-A94A02FB5B03},630000,12/01/1995 00:00,SW7 1JD,S,N,F,2,,ENNISMORE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A62CA3B2-5C3F-4E05-9868-B27AC60A791A},100000,24/07/1995 00:00,W11 4SL,F,N,L,16,FLAT 2,ROYAL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F5AE952D-0ED6-4145-819F-A5CA124D9F88},156186,26/07/1995 00:00,W11 2NS,F,N,L,19,FLAT 5,LANSDOWNE CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E110A37B-6C0D-4387-89D1-B3F689D1011B},286000,12/12/1995 00:00,SW3 5QX,F,N,L,ROSSETTI GARDEN MANSIONS,FLAT 21,FLOOD STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{313D8587-1EEE-4726-A3A5-FEF86D9853D6},255000,30/10/1995 00:00,SW3 4SX,F,N,L,BURTON COURT,FLAT 70,FRANKLINS ROW,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{08C5DE23-3C40-40E9-8113-A7D83F796538},862000,16/08/1995 00:00,W8 5QJ,T,N,F,4,,STANFORD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{70F976F0-1936-43E6-9903-B74C076B63F1},285000,06/11/1995 00:00,W8 7NG,F,N,L,5,FLAT 3,SHEFFIELD TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DD3EDC90-4895-4C63-AF46-A7DA8577E9F9},84000,28/02/1995 00:00,W10 6DF,F,N,L,27,,OAKWORTH ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{648BECCD-4CB9-44A9-9638-B752DA82D221},255000,04/09/1995 00:00,SW5 0ES,F,N,L,"ROBERTS COURT, 45",FLAT 17,BARKSTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{428F3711-38CD-46BB-89F7-BADAEDD2B7D4},92000,07/07/1995 00:00,W10 6ET,F,N,L,105,FLAT 1,CHESTERTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{31BA27D9-A50B-480B-8DFD-FF95A19692A5},132000,04/12/1995 00:00,SW5 9DY,F,N,L,5,FLAT F,PHILBEACH GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9BD5B585-EB7C-4054-930D-AEFDEA245483},280000,04/05/1995 00:00,SW1X 0BJ,T,N,L,155,,PAVILION ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7FEA16AF-BBBC-496E-BC2F-A957A5261461},835000,31/03/1995 00:00,W14 8LZ,S,N,F,26,,HOLLAND PARK ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{92555504-7F1C-44F1-AFA1-B758A564988E},1605000,06/10/1995 00:00,SW3 4TZ,T,N,F,82,,KINGS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C49FA535-2848-4728-8F06-AF041CB808CD},350000,28/06/1995 00:00,SW1X 0DF,F,N,L,43,FLAT 5,LENNOX GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D9157759-A338-4DB8-8D27-FF9E994C70B2},154000,25/09/1995 00:00,SW5 9NW,F,N,L,16,FLAT 2,NEVERN SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{32D2E602-156B-41E2-B143-FF0DD02B7EB9},121501,25/09/1995 00:00,W10 6LX,F,N,L,15,,BALLIOL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{64DBDA6C-58B4-4B7D-BCA3-B29116C1C7FF},760000,28/03/1995 00:00,SW3 5DL,T,N,F,27,,OLD CHURCH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E5F01225-4F68-49C9-8CF5-B292F76E7FA5},87500,25/04/1995 00:00,W10 6EE,F,N,L,14,1,ST CHARLES SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{975D9542-3709-4DCF-8BE3-BAEB9122225A},275000,14/07/1995 00:00,SW10 9RR,T,N,F,6,,THISTLE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CCF1A2A1-495F-4F16-989E-B293BCCF7651},1055000,12/07/1995 00:00,W8 4AL,T,N,F,22A,,BRUNSWICK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2A34D774-845D-486D-9F2E-ACFE0222FEB0},65500,05/06/1995 00:00,W11 2BJ,F,N,L,"PINEHURST COURT, 1 - 3",FLAT 86,COLVILLE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FB49D32F-B098-4714-BA75-B76453D6CA8C},220000,11/01/1995 00:00,W14 8HB,T,N,F,23,,ELSHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{41FC4910-C5D6-4AC3-B073-C58680CC51F4},1000000,08/09/1995 00:00,W8 6PR,S,N,F,18,,SCARSDALE VILLAS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ECF72D0C-EAAB-4C0E-A97C-BE7DB2D17446},445000,07/04/1995 00:00,W14 8DP,T,N,L,14,,WOODSFORD SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9145D61B-746E-4BD5-A20B-B766788A418B},107500,21/04/1995 00:00,SW1X 9SN,F,N,L,50,FLAT 19,SLOANE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{06F092F4-9C55-4FD0-B34F-B086FD053DF8},235750,08/12/1995 00:00,SW5 0JQ,F,N,L,9,FLAT A,BRAMHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D1BFE903-1A7F-4F9A-A8AA-AD024690FCAA},104000,07/07/1995 00:00,W14 8HB,F,N,L,32,,ELSHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{373372A8-2F19-4C8A-9327-FE3FE848A242},176000,21/07/1995 00:00,W8 4AD,F,N,L,WINCHESTER COURT,FLAT 38,VICARAGE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E365C3B8-7762-4EB9-A646-FE89F47901F4},375000,25/10/1995 00:00,W8 6UJ,T,N,F,52,,ADAM AND EVE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D0486769-E4F5-434E-8B5C-6DE19F927FF7},150000,26/05/1995 00:00,W11 2BD,T,N,F,2,,COLVILLE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{012D3A1B-9CE1-4CCD-9038-AF121DD61FDB},108000,06/10/1995 00:00,W14 8HD,F,N,L,63E,,ELSHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5441E0DF-FE31-4F36-9161-6DE37E3DAF38},295000,31/07/1995 00:00,W8 6ET,T,N,F,11,,PEMBROKE PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BF60502B-83C1-4E81-966C-BAF43ABE97AC},57500,14/07/1995 00:00,SW10 0EG,F,N,L,CHELSEA REACH TOWER,FLAT 41,WORLDS END ESTATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BD88F870-FB43-4409-860F-AB81C2F0FF7B},232500,10/01/1995 00:00,W8 5LG,F,N,L,SUTHERLAND HOUSE,FLAT 21,MARLOES ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{879E9FC5-1281-4EFC-8D87-AD0C374CAF6D},169000,15/11/1995 00:00,SW10 9PA,F,N,L,47,FLAT 1,ELM PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ADD950F3-465D-4449-AC66-C594428BDF39},217500,15/11/1995 00:00,SW7 5QN,F,N,L,32B,,QUEENS GATE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C6731D6B-E467-4B3D-A40E-BE8A5F25242E},540000,01/09/1995 00:00,W8 4HZ,T,N,F,21,,GLOUCESTER WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E65D9887-22F6-4838-9C46-6DED04D27D5C},107000,16/06/1995 00:00,SW3 2JX,F,N,L,"MARLBOROUGH, 61",FLAT 69,WALTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8CD80FBD-C678-4D93-83A1-5FC1D050659A},590000,14/07/1995 00:00,SW1X 9BS,F,N,L,"ROYAL COURT HOUSE, 162",FLAT 25,SLOANE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F8929322-4D98-476C-AB4D-BE914587A046},100000,12/06/1995 00:00,SW10 9BS,F,N,L,33,,COLEHERNE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ED07F243-B831-43A4-B4F8-B2AC6F4121FA},197000,25/08/1995 00:00,SW5 0BL,F,N,L,7,FLAT 5,GLEDHOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{93B2DB77-57D0-4E8E-A38D-C21BBFA39D7B},625000,01/02/1995 00:00,SW10 0BL,T,N,F,49,,LIMERSTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6B0D1488-D8D4-4458-8774-A8091AE86566},132000,03/07/1995 00:00,SW3 3EQ,F,N,L,CHELSEA CLOISTERS,484,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7AFCAD3D-C297-4AC9-A15F-CEED49DC84B3},98000,13/03/1995 00:00,SW7 3DU,F,N,L,3,3C,GLENDOWER PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{59E875E8-CF39-4864-89D9-BE94577213F1},395000,19/05/1995 00:00,W14 8DP,T,N,L,46,,WOODSFORD SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{825A0540-3432-4566-8511-AF237D82A5A3},305000,28/09/1995 00:00,W10 5UJ,S,N,F,53,,OXFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3FB83BB2-40EF-4926-9DDB-B2B1484B83B0},185000,07/04/1995 00:00,W8 4AN,F,N,L,56D,,BRUNSWICK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D94A9E2D-3B5D-4F1F-BB4F-CB7AAEAC3D39},260000,31/01/1995 00:00,W8 4NA,F,N,L,7A,,HOLLAND STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{28173645-1B12-432C-8E76-CB7CB23A109A},132500,27/04/1995 00:00,SW10 9QW,F,N,L,"CHELSEA COURT, 95",FLAT 13,ELM PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D99471EB-2FC8-49BB-A1C4-6A728E16FFD3},79950,30/06/1995 00:00,SW5 9QR,F,N,L,WARWICK MANSIONS,FLAT 26A,CROMWELL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{32D5EC1B-BC9D-4220-A2EE-6DFB3253E945},295000,15/12/1995 00:00,W11 3TA,F,N,L,31,FLAT 8,HOLLAND PARK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DAE6895C-A00B-44CE-BB51-AF2AD6A813A4},106000,21/04/1995 00:00,SW5 9LH,F,N,L,28,FLAT 1,KEMPSFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FE049580-B2CE-4AD0-8899-B63B0DAFC694},265000,19/01/1995 00:00,W8 6TY,F,N,L,15,,IVERNA COURT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6F7F094D-99D3-4D04-BC81-B2B6006D4307},80000,18/01/1995 00:00,SW5 0NU,F,N,L,"MELBOURNE HOUSE, 27",FLAT 4,COLLINGHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{933386B0-5363-4467-B182-D610A9BB5F4E},168000,01/09/1995 00:00,W11 2QB,F,N,L,75A,,PORTOBELLO ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A10765B5-AAAE-43E3-A6B9-D991E8161F76},130000,17/01/1995 00:00,SW1X 0AE,F,N,L,52,FLAT 6,PONT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{08CCAA21-3D4D-4AFD-AC9C-B787AEAA7823},177000,04/01/1995 00:00,W11 3DS,F,N,L,26,,PEMBRIDGE CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5FB70E61-B7F1-4735-951F-634F087C6BD9},211000,15/09/1995 00:00,W8 6LE,T,N,F,61,,MARLOES ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CFBBF8DD-409C-41AB-8117-B2B939AC5736},188500,04/12/1995 00:00,SW7 5EL,F,N,L,10A,,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C8AD4B16-3E4B-4661-8279-AF2EC824035E},91000,06/03/1995 00:00,W10 6PP,F,N,L,5,,HIGHLEVER ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CEA78688-FAF6-4E3D-941D-CB83519A20C9},60000,05/05/1995 00:00,W11 4JQ,F,N,L,NOTTINGWOOD HOUSE,FLAT 29,CLARENDON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{24EF8F4D-24BA-4DE5-81CB-CB839E0FBC6A},155000,21/07/1995 00:00,W10 6EN,F,N,L,41,FLAT D,ST CHARLES SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0BBA2D07-2D12-4B1B-967D-B7889C57C15F},925000,29/11/1995 00:00,W14 8PH,T,N,F,25,,WARWICK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9EABD8DE-7550-489D-9AD1-D99803D1700D},70000,30/06/1995 00:00,W14 8UJ,F,N,L,24,THIRD FLOOR FLAT,MORNINGTON AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D78ABC9F-D53E-4607-96B4-8D80A11FFA9A},282200,20/09/1995 00:00,W8 7PU,F,N,L,"PALMERSTON HOUSE, 60",FLAT 7,KENSINGTON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D822509C-F2F1-4CFF-9A28-6A79C0873652},150000,05/04/1995 00:00,SW3 5PN,F,N,L,58,,CHELSEA TOWERS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4AB4A992-F33F-43AA-9A19-D99BD7BF325E},275275,08/09/1995 00:00,W14 8NH,F,N,L,32,FLAT,,OVERBURY ROAD,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{17730BB9-ED06-4DD2-8662-D61908F6DFC4},375000,17/03/1995 00:00,W10 5LY,T,N,F,35,BASEMENT,CHESTERTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DFB58A46-AFBC-467E-93D8-D99E0200E759},173000,24/11/1995 00:00,SW5 9NA,T,N,F,3,,SPEAR MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{597EE454-F534-4BD1-AB97-866338BC8A5A},78000,31/03/1995 00:00,SW5 9LA,F,N,L,25,FIRST FLOOR FLAT,KEMPSFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9F555901-AE0B-4B91-AB5E-5FD6FC8AD3A4},400000,20/11/1995 00:00,SW7 5DS,F,N,L,39,FLAT 14,HYDE PARK GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3170DA00-BC8E-4E01-83E8-66E65227A948},65000,28/07/1995 00:00,SW10 0UN,F,N,L,15,,GUNTER GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F4D8A7E8-AE6C-49BC-BD99-86649FFE61F4},199000,01/06/1995 00:00,SW3 2JX,F,N,L,"MARLBOROUGH, 61",FLAT 78,WALTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F3331467-D526-403E-A760-89EC1DEC4DAA},300000,22/03/1995 00:00,SW5 0PH,F,N,L,28,FLAT 12A,COURTFIELD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1C543758-92B3-4F0F-9E04-B2C321A02BBA},82500,13/11/1995 00:00,SW7 4DA,F,N,L,29 - 31,FLAT 20,COURTFIELD ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{66412A2E-0A49-4605-8FC7-ABA30FD223FF},59500,30/11/1995 00:00,SW3 3EA,F,N,L,"ELDEN HOUSE, 88",FLAT 15,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AA9902D7-F0D7-4D3F-8EB8-D29390F39C80},235000,07/04/1995 00:00,SW10 9JR,F,N,L,38,BASEMENT FLAT 6,HARCOURT TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F4459D15-2EBD-4A3B-BD60-AF387122D72E},164000,29/11/1995 00:00,,F,N,L,26,FLAT 4,EDITH GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BD6A3C29-809C-484D-B4A4-6A851E852732},207500,26/04/1995 00:00,SW7 3NX,F,N,L,46,FLAT 7,ONSLOW SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C9EC8865-755C-49FD-AB5C-D9A7D5B5047B},80000,07/03/1995 00:00,SW3 4LH,F,N,L,01-Feb,FLAT 16,EMBANKMENT GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0618B60F-C303-472F-A66C-CF0A255C0DE0},65000,23/06/1995 00:00,SW3 2SA,F,N,L,38,FLAT 11,DRAYCOTT PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BA3C06C6-948C-4F65-92F1-AF3E2534644F},109350,22/05/1995 00:00,W11 4LA,F,N,L,16A,,PORTLAND ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F7AA7D09-200A-4F3A-8503-867114DE6126},110000,21/11/1995 00:00,W10 6SF,T,N,F,21A,,SILCHESTER ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8247A8C7-B2E0-47DB-99FF-5FE602BC1C46},117500,13/04/1995 00:00,SW5 9SG,F,N,L,61,FLAT 4,LONGRIDGE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D76961D5-E224-44BC-9A7A-ABB0636043A1},320127,31/07/1995 00:00,W8 7NR,F,N,L,27,FLAT 8,HORNTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6E1B1E53-E4F8-43DA-BB99-B2D47D8988F6},550000,25/08/1995 00:00,SW3 3PP,F,N,L,"CROWN LODGE, 12",FLAT 47,ELYSTAN STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6A883E3E-06F3-43C1-9592-CBA0DC42C920},250000,16/11/1995 00:00,W8 7BU,S,N,F,16,,PHILLIMORE PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FE44F447-A1E3-45A1-96E5-66FE52211721},92000,05/10/1995 00:00,SW3 3EL,F,N,L,CHELSEA CLOISTERS,615,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{648B7B81-1415-41C0-8362-913230DB4E4C},105000,29/03/1995 00:00,SW3 4HJ,F,N,L,25,FLAT 10,CHEYNE PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6FA82597-CDCF-4FA5-BD58-B2D8B86EB1E4},64000,06/11/1995 00:00,W11 2SU,F,N,L,8,FLAT 7,PEMBRIDGE VILLAS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{48FFD806-4909-4652-BD93-8A016A7C9935},150000,05/12/1995 00:00,W8 7NA,T,N,F,28,,SHEFFIELD TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{951AC6D5-41DD-4004-B390-B65D400E801B},141000,19/04/1995 00:00,W11 2LA,F,N,L,10,FLAT 4,ARUNDEL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4B655CE9-6715-40A8-8A2B-CF18FF9D207D},173500,16/02/1995 00:00,W8 7RA,F,N,L,TROY COURT,27,KENSINGTON HIGH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C7D722F4-DCE6-4837-BC7F-CBA620C8652D},95000,27/11/1995 00:00,SW5 9LA,F,N,L,31,FLAT 5,KEMPSFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1F2A30C8-81DE-4D18-9DDC-B65FE04380D5},50500,24/01/1995 00:00,SW5 9NF,F,N,L,27,FLAT 11,TREBOVIR ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{22474DB1-7A0E-424B-9C8E-B660011622F9},65000,15/06/1995 00:00,SW5 9QN,F,N,L,9,FLAT C,CROMWELL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B1B52A9F-A002-4713-BF06-CF1BC4BCA870},390000,20/10/1995 00:00,SW7 4LT,F,N,L,36B,,HARRINGTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{43C854BB-7134-42A1-AECE-D9BB6C64E84A},115000,04/01/1995 00:00,W11 1TR,F,N,L,28,,WESLEY SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A750E93A-98E7-4E2A-9B19-6706114BA9FE},172500,26/07/1995 00:00,SW10 0AW,F,N,L,ELM PARK MANSIONS,FLAT 40,PARK WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{68EA3A3F-8D1C-4819-A35F-B6972C5E409F},140000,04/09/1995 00:00,SW10 9JY,F,N,L,38,FLAT 13,REDCLIFFE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{773B41AB-272E-46B0-9106-CF1E034FF7B3},190000,13/06/1995 00:00,SW3 6BQ,F,N,L,"RIMA HOUSE, 22 - 24",FLAT 6,CALLOW STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{617DC9D7-619E-4490-B408-CBAAB2C0B28F},380000,23/06/1995 00:00,SW7 3LS,F,N,L,61,FLAT 5,ONSLOW SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7FF68D20-EAC7-4F15-A89C-67073BC3CE7F},140000,16/08/1995 00:00,W10 5UB,F,N,L,8,FLAT 3,CAMBRIDGE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
